alias_name,alias_sample_id,statement_index,time,location,activity,source_file
Colonel Mustard,10,13,21:10 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_10.json
Colonel Mustard,10,14,21:20 PM,Dining Room,Opening a safe,alias_statement_colonel_mustard_10.json
Colonel Mustard,10,15,21:30 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_10.json
Colonel Mustard,10,16,21:40 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_10.json
Colonel Mustard,10,17,21:50 PM,Bathroom,Serving drinks and chatting with guests,alias_statement_colonel_mustard_10.json
Colonel Mustard,10,18,22:00 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_10.json
Colonel Mustard,10,19,22:10 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_10.json
Colonel Mustard,11,0,19:00 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,1,19:10 PM,Living Room,Reading a novel quietly,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,2,19:20 PM,Study,Rinsing a glass carefully,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,3,19:30 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,4,19:40 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,5,19:50 PM,Living Room,Chatting with guests,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,6,20:00 PM,Bathroom,Serving drinks and chatting with guests,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,7,20:10 PM,Living Room,Complaining about TSA going through their purse,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,8,20:20 PM,Living Room,Reorganizing books and materials,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,9,20:30 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,10,20:40 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,11,20:50 PM,Dining Room,Returning to mingle with guests,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,12,21:00 PM,Study,Swapping drinks unnoticed,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,13,21:10 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,14,21:20 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,15,21:30 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,16,21:40 PM,Living Room,Speaking in a high-pitched voice,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,17,21:50 PM,Bathroom,Serving drinks and chatting with guests,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,18,22:00 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_11.json
Colonel Mustard,11,19,22:10 PM,Living Room,Opening letters,alias_statement_colonel_mustard_11.json
Colonel Mustard,12,0,19:00 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,1,19:10 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,2,19:20 PM,Kitchen,Tampering with drinks,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,3,19:30 PM,Kitchen,Serving drinks and chatting with guests,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,4,19:40 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,5,19:50 PM,Study,Speaking in a high-pitched voice,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,6,20:00 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,7,20:10 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,8,20:20 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,9,20:30 PM,Kitchen,Inspecting wine bottles,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,10,20:40 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,11,20:50 PM,Study,Serving drinks and chatting with guests,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,12,21:00 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,13,21:10 PM,Study,Inspecting wine bottles,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,14,21:20 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,15,21:30 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,16,21:40 PM,Kitchen,Rinsing a glass carefully,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,17,21:50 PM,Pantry,Serving drinks and chatting with guests,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,18,22:00 PM,Kitchen,Observing guests from afar,alias_statement_colonel_mustard_12.json
Colonel Mustard,12,19,22:10 PM,Dining Room,Tying decorative knots,alias_statement_colonel_mustard_12.json
Colonel Mustard,13,0,19:00 PM,Living Room,Tying decorative knots,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,1,19:10 PM,Dining Room,Tying decorative knots,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,2,19:20 PM,Kitchen,Talking about skeet shooting,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,3,19:30 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,4,19:40 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,5,19:50 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,6,20:00 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,7,20:10 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,8,20:20 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,9,20:30 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,10,20:40 PM,Living Room,Observing guests from afar,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,11,20:50 PM,Dining Room,Returning to mingle with guests,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,12,21:00 PM,Study,Swapping drinks unnoticed,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,13,21:10 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,14,21:20 PM,Dining Room,Chatting with guests,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,15,21:30 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,16,21:40 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,17,21:50 PM,Living Room,Opening letters,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,18,22:00 PM,Study,Tampering with drinks,alias_statement_colonel_mustard_13.json
Colonel Mustard,13,19,22:10 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_13.json
Colonel Mustard,14,0,19:00 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,1,19:10 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,2,19:20 PM,Kitchen,Swapping drinks unnoticed,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,3,19:30 PM,Pantry,Tampering with drinks,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,4,19:40 PM,Kitchen,Rinsing a glass carefully,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,5,19:50 PM,Pantry,Serving drinks and chatting with guests,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,6,20:00 PM,Kitchen,Opening a safe,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,7,20:10 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,8,20:20 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,9,20:30 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,10,20:40 PM,Bathroom,Peeling an orange,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,11,20:50 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,12,21:00 PM,Bathroom,Swapping drinks unnoticed,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,13,21:10 PM,Living Room,Retrieving items from storage,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,14,21:20 PM,Dining Room,Bringing in the shopping,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,15,21:30 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,16,21:40 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,17,21:50 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,18,22:00 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_14.json
Colonel Mustard,14,19,22:10 PM,Dining Room,Returning to mingle with guests,alias_statement_colonel_mustard_14.json
Colonel Mustard,15,0,19:00 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,1,19:10 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,2,19:20 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,3,19:30 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,4,19:40 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,5,19:50 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,6,20:00 PM,Kitchen,Swapping drinks unnoticed,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,7,20:10 PM,Dining Room,Looking in drawers,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,8,20:20 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,9,20:30 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,10,20:40 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,11,20:50 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,12,21:00 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,13,21:10 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,14,21:20 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,15,21:30 PM,Dining Room,Washing up after handling items,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,16,21:40 PM,Study,Inspecting wine bottles,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,17,21:50 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,18,22:00 PM,Living Room,Chatting with guests,alias_statement_colonel_mustard_15.json
Colonel Mustard,15,19,22:10 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_15.json
Colonel Mustard,16,0,19:00 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,1,19:10 PM,Kitchen,Raising a painting,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,2,19:20 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,3,19:30 PM,Study,Rinsing a glass carefully,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,4,19:40 PM,Living Room,Ripping wippets,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,5,19:50 PM,Living Room,Speaking in a high-pitched voice,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,6,20:00 PM,Study,Tampering with drinks,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,7,20:10 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,8,20:20 PM,Dining Room,Bragging about their Birkin,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,9,20:30 PM,Study,Rinsing a glass carefully,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,10,20:40 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,11,20:50 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,12,21:00 PM,Study,Washing up after handling items,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,13,21:10 PM,Living Room,Whittling a stick,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,14,21:20 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,15,21:30 PM,Study,Reorganizing books and materials,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,16,21:40 PM,Dining Room,Opening a safe,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,17,21:50 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,18,22:00 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_16.json
Colonel Mustard,16,19,22:10 PM,Dining Room,Returning to mingle with guests,alias_statement_colonel_mustard_16.json
Colonel Mustard,17,0,19:00 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,1,19:10 PM,Study,Serving drinks and chatting with guests,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,2,19:20 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,3,19:30 PM,Bathroom,Rinsing a glass carefully,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,4,19:40 PM,Living Room,Retrieving items from storage,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,5,19:50 PM,Bathroom,Swapping drinks unnoticed,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,6,20:00 PM,Bathroom,Inspecting wine bottles,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,7,20:10 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,8,20:20 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,9,20:30 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,10,20:40 PM,Dining Room,Raising a painting,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,11,20:50 PM,Kitchen,Serving drinks and chatting with guests,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,12,21:00 PM,Pantry,Washing up after handling items,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,13,21:10 PM,Kitchen,Serving drinks and chatting with guests,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,14,21:20 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,15,21:30 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,16,21:40 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,17,21:50 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,18,22:00 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_17.json
Colonel Mustard,17,19,22:10 PM,Living Room,Observing guests from afar,alias_statement_colonel_mustard_17.json
Colonel Mustard,18,0,19:00 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,1,19:10 PM,Dining Room,Complaining about TSA going through their purse,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,2,19:20 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,3,19:30 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,4,19:40 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,5,19:50 PM,Living Room,Complaining about TSA going through their purse,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,6,20:00 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,7,20:10 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,8,20:20 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,9,20:30 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,10,20:40 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,11,20:50 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,12,21:00 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,13,21:10 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,14,21:20 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,15,21:30 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,16,21:40 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,17,21:50 PM,Study,Inspecting wine bottles,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,18,22:00 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_18.json
Colonel Mustard,18,19,22:10 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_18.json
Colonel Mustard,19,0,19:00 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,1,19:10 PM,Study,Serving drinks and chatting with guests,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,2,19:20 PM,Dining Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,3,19:30 PM,Living Room,Rinsing a glass carefully,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,4,19:40 PM,Bathroom,Bringing in the shopping,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,5,19:50 PM,Bathroom,Swapping drinks unnoticed,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,6,20:00 PM,Living Room,Reading warning labels,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,7,20:10 PM,Living Room,Tying decorative knots,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,8,20:20 PM,Living Room,Serving drinks and chatting with guests,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,9,20:30 PM,Study,Tampering with drinks,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,10,20:40 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,11,20:50 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,12,21:00 PM,Study,Inspecting a family heirloom,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,13,21:10 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,14,21:20 PM,Kitchen,Tampering with drinks,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,15,21:30 PM,Dining Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,16,21:40 PM,Living Room,Opening a safe,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,17,21:50 PM,Dining Room,Inflating balloons,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,18,22:00 PM,Living Room,Tampering with drinks,alias_statement_colonel_mustard_19.json
Colonel Mustard,19,19,22:10 PM,Bathroom,Rinsing a glass carefully,alias_statement_colonel_mustard_19.json
Colonel Mustard,2,0,19:00 PM,Living Room,Swapping drinks unnoticed,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,1,19:10 PM,Living Room,Complaining about TSA going through their purse,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,2,19:20 PM,Study,Serving drinks and chatting with guests,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,3,19:30 PM,Study,Reading warning labels,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,4,19:40 PM,Dining Room,Inspecting wine bottles,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,5,19:50 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,6,20:00 PM,Kitchen,Swapping drinks unnoticed,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,7,20:10 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,8,20:20 PM,Dining Room,Rinsing a glass carefully,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,9,20:30 PM,Dining Room,Raising a painting,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,10,20:40 PM,Kitchen,Tampering with drinks,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,11,20:50 PM,Dining Room,Tampering with drinks,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,12,21:00 PM,Living Room,Peeling an orange,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,13,21:10 PM,Living Room,Talking about skeet shooting,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,14,21:20 PM,Living Room,Inspecting wine bottles,alias_statement_colonel_mustard_2.json
Colonel Mustard,2,15,21:30 PM,Dining Room,Polishing household items,alias_statement_colonel_mustard_2.json
